department,budget_type,project,budget
안전행정부,일반회계,수탁출제수입대체경비,1065
안전행정부,일반회계,승강기안전관리,1812
안전행정부,일반회계,아름다운화장실조성,242
안전행정부,일반회계,안전행정정보화(정보화),5983
안전행정부,일반회계,연수원수입대체경비,5308
안전행정부,일반회계,연수원운영,4496
안전행정부,일반회계,연수원정보화(정보화),533
안전행정부,일반회계,온천산업활성화,300
안전행정부,일반회계,이북도민관련지원,1792
안전행정부,일반회계,일반회계에서공무원연금기금으로전출금,3035279
안전행정부,일반회계,자원봉사1365시스템운영(정보화),1000
안전행정부,일반회계,자원봉사활성화지원,8851
안전행정부,일반회계,자전거인프라구축,29410
안전행정부,일반회계,자치단체상시모니터링시스템구축(정보화),354
안전행정부,일반회계,재난안전업무지원기술개발,31728
안전행정부,일반회계,재난안전통신망구축,47000
안전행정부,일반회계,전자인사관리시스템운영(정보화),1406
안전행정부,일반회계,전자정부성과평가강화(정보화),423
안전행정부,일반회계,전자정부실행기반마련(정보화),121487
안전행정부,일반회계,정보공개활성화,750
안전행정부,일반회계,정보보호체계강화(정보화),8491
안전행정부,일반회계,정보자원관리기반확충(정보화),7828
안전행정부,일반회계,정보화마을활성화(정보화),4160
안전행정부,일반회계,정부청사시설관리,168931
안전행정부,일반회계,정부통합전산센터운영(정보화),302235
안전행정부,일반회계,정책연구개발,865
안전행정부,일반회계,제주민군복합항주변지역발전지원,3160
안전행정부,일반회계,주민등록및인감운영(정보화),1848
안전행정부,일반회계,주한미군공여구역주변지역등지원,180680
안전행정부,일반회계,주한미군기지이전에따른평택지원,37899
안전행정부,일반회계,중앙공무원교육원수입대체경비,1348
안전행정부,일반회계,지방공기업경영평가추진,1065
안전행정부,일반회계,지방세종합정보시스템운영(정보화),3410
안전행정부,일반회계,지방자주재원확충을위한정책추진,100
안전행정부,일반회계,지방자치단체경쟁력지원,1402
안전행정부,일반회계,지역공동체기반조성및역량강화,190
안전행정부,일반회계,지역발전지원,1435
안전행정부,일반회계,지역일자리창출,9207
안전행정부,일반회계,지역정보화지원(정보화),18781
안전행정부,일반회계,지자체국제교류협력지원및지방행정분야국제교류사업,76
안전행정부,일반회계,지자체역량강화,4621
안전행정부,일반회계,지자체재정분석및재정제도개선,652
안전행정부,일반회계,책임운영기관제운영및정부조직진단관리,886
안전행정부,일반회계,청주시자율통합기반조성,50000
안전행정부,일반회계,특별교부세,994907
안전행정부,일반회계,표준지방인사정보시스템운영(정보화),1129
안전행정부,일반회계,표준지방재정정보시스템운영(정보화),2132
안전행정부,일반회계,행정정보화지원및관리조정(정보화),4438
안전행정부,일반회계,행정효율성향상,5473
안전행정부,지역발전특별회계,광역경제권추진지원,200
안전행정부,지역발전특별회계,어린이안전영상정보인프라구축,52574
안전행정부,지역발전특별회계,자원봉사활성화지원(제주),50
안전행정부,지역발전특별회계,접경초광역권발전지원,18959
안전행정부,지역발전특별회계,지역교통안전환경개선,64600
안전행정부,지역발전특별회계,지역교통안전환경개선(제주),3000
안전행정부,지역발전특별회계,지역일자리창출,23689
안전행정부,지역발전특별회계,지역일자리창출(세종),68
안전행정부,지역발전특별회계,지역일자리창출(제주),195
안전행정부,지역발전특별회계,지자체자율통합지원,16685
안전행정부,지역발전특별회계,특수상황지역개발,186522
안전행정부,지역발전특별회계,특수상황지역개발(제주),2879
안전행정부,혁신도시건설특별회계,재난안전연구원청사신축,4306
안전행정부,혁신도시건설특별회계,중앙공무원교육원이전,57012
여성가족부,일반회계,가족친화환경조성,2474
여성가족부,일반회계,건강가정지원센터운영,25043
여성가족부,일반회계,경력단절여성 등 취업지원,44579
여성가족부,일반회계,국제네트워크 활성화추진(예산),6532
여성가족부,일반회계,기본경비,4554
여성가족부,일반회계,민간자격 운영 · 관리,95
여성가족부,일반회계,아동·여성안전정책 지원,4450
여성가족부,일반회계,아동·청소년 성보호정책 지원,8032
여성가족부,일반회계,아이돌봄지원,78716
여성가족부,일반회계,양성평등문화확산 및 국내협력네트워크 강화,1685
여성가족부,일반회계,여성·가족정책의식확산,1770
여성가족부,일반회계,여성인력개발및활용(예산),2264
여성가족부,일반회계,위기가족역량강화지원,3496
여성가족부,일반회계,인건비,16829
여성가족부,일반회계,일본군위안부피해자지원,2914
여성가족부,일반회계,정보화추진(정보화),2589
여성가족부,일반회계,정책연구및개발(R&D),323
여성가족부,일반회계,정책협의및평가,3253
여성가족부,일반회계,청소년 생활환경 개선 및 폭력·가출예방,4972
여성가족부,일반회계,청소년 체험활동기회확대,9737
여성가족부,일반회계,청소년관련 산하기관 지원,37487
여성가족부,일반회계,청소년수련시설 건립 및 지원,10818
여성가족부,일반회계,청소년시설 및 단체지원,3095
여성가족부,일반회계,청소년정책 기반강화,1602
여성가족부,일반회계,한국양성평등교육진흥원지원(예산),6606
여성가족부,일반회계,행정능률향상및민원서비스개선사업,299
여성가족부,지역발전특별회계,가족친화환경조성,7048
여성가족부,지역발전특별회계,청소년시설확충,65564
외교부,일반회계,ASEAN 및 남아태지역국가와의 교류협력강화,10226
외교부,일반회계,개발협력 및 인도적 지원,42087
외교부,일반회계,경제외교연구(R&D),216
외교부,일반회계,공공문화외교 강화,17843
외교부,일반회계,국공채원금상환,21742
외교부,일반회계,국제기구 협력강화,8015
외교부,일반회계,국제기구분담금,440615
외교부,일반회계,국제법적 대응 강화,6452
외교부,일반회계,글로벌 인재양성,640
외교부,일반회계,글로벌 프로그램,254320
외교부,일반회계,다자 경제외교 강화,2076
외교부,일반회계,동북아지역국가와의 전략적 협력관계 강화,7194
외교부,일반회계,동아시아기후 파트너십 추진,11600
외교부,일반회계,본부 기본경비,41518
외교부,일반회계,본부인건비,62811
외교부,일반회계,북미지역국가와의 전략적 특별협력관계 강화,2345
외교부,일반회계,북핵문제 협의지원,1114
외교부,일반회계,소속기관 기본경비,4317
외교부,일반회계,소속기관 인건비,7134
외교부,일반회계,아시아 및 태평양지역 국가원조,133880
외교부,일반회계,아중동지역국가와의 교류협력강화,3880
외교부,일반회계,아프리카지역 국가원조,103859
외교부,일반회계,에너지외교 및 기후변화녹색성장국제협력강화,4856
외교부,일반회계,여권발급(수입대체경비),7045
외교부,일반회계,외교 정보화,20377
외교부,일반회계,외교전략 수립,200
외교부,일반회계,외교전략 연구 및 교육훈련,10584
외교부,일반회계,외교정책 대내외 이해제고,1384
외교부,일반회계,외교활동 업무지원,23023
외교부,일반회계,유럽지역국가와의 교류협력강화,4642
외교부,일반회계,재외공관 건물개선 및 유지관리,21548
외교부,일반회계,재외공관 운영,13138
외교부,일반회계,재외공관 운영 기본경비,143503
외교부,일반회계,재외공관 인건비,205411
외교부,일반회계,재외공관 행정직원 역량강화,102401
외교부,일반회계,재외국민 보호 및 영사서비스 지원,16069
외교부,일반회계,재외동포권익향상,586
외교부,일반회계,재외동포재단,50328
외교부,일반회계,전자여권제조 및 개선(수입대체경비),72261
외교부,일반회계,정상회의 참가 및 국빈영접,18532
외교부,일반회계,정책연구개발(R&D),126
외교부,일반회계,중남미지역 국가원조,31113
외교부,일반회계,중남미지역국가와의 교류협력강화,3811
외교부,일반회계,중동CIS지역 국가원조,43103
외교부,일반회계,지역 경제외교 강화,5009
외교부,일반회계,평화체제 구축지원,6317
외교부,일반회계,협력사업 지원,55115
원자력안전위원회,일반회계,기본경비,4255
원자력안전위원회,일반회계,방사선안전기반구축,12392
원자력안전위원회,일반회계,원자력안전 국제협력기반조성,960
원자력안전위원회,일반회계,원자력안전기반구축,2000
원자력안전위원회,일반회계,원자력안전연구(R&D),27750
원자력안전위원회,일반회계,인건비,9269
원자력안전위원회,일반회계,직할출연연구기관지원(R&D),42501
원자력안전위원회,일반회계,핵비확산 이행체제구축,2328
조달청,조달특별회계,공공조달 정책개발 및 효율화,968
조달청,조달특별회계,공무원 연금부담금,7266
조달청,조달특별회계,공사발주 및 사업관리 지원,2625
조달청,조달특별회계,국유재산 조사 및 관리,1172
조달청,조달특별회계,기본경비,12431
조달청,조달특별회계,기본경비(자본),621
조달청,조달특별회계,기타여유자금운용,25000
조달청,조달특별회계,법정부담금,1932
조달청,조달특별회계,인건비,61186
조달청,조달특별회계,일반회계 전출금,83087
조달청,조달특별회계,전산장비 운영,794
조달청,조달특별회계,정부물품 구매지원,2546
조달청,조달특별회계,정부조달 국제협력체제 구축,679
조달청,조달특별회계,조달물자 품질검사 및 관리(자본),190
조달청,조달특별회계,조달전문교육 운영,1070
조달청,조달특별회계,조달정보화,19639
조달청,조달특별회계,조달행정 역량강화,2287
조달청,조달특별회계,청사이전 지원,149
조달청,조달특별회계,청사확보 및 시설개선,11253
조달청,조달특별회계,타계정 전출금,100333
중소기업청,일반회계,개성공단진출지원,86
중소기업청,일반회계,국립마이스터고기본경비,4848
중소기업청,일반회계,국립마이스터고육성,14725
중소기업청,일반회계,국립마이스터고인건비,30519
중소기업청,일반회계,규제영향평가 및 옴부즈만운영,1930
중소기업청,일반회계,글로벌중견기업육성인프라구축,2114
중소기업청,일반회계,기술개발인프라구축,12115
중소기업청,일반회계,기술개발지원(R&D),719710
중소기업청,일반회계,기술정보진흥원운영(정보화),2980
중소기업청,일반회계,기업간협력증진,6461
중소기업청,일반회계,매출채권보험계정출연,28500
중소기업청,일반회계,벤처성장인프라지원,6407
중소기업청,일반회계,본부기본경비,9906
중소기업청,일반회계,본부인건비,50269
중소기업청,일반회계,신용보증기관출연,50000
중소기업청,일반회계,신용보증재원상환,103833
중소기업청,일반회계,여성·장애인기업지원,14951
중소기업청,일반회계,일반회계전출(중진기금),1118467
중소기업청,일반회계,정책정보제공기반구축(정보화),1400
중소기업청,일반회계,중견기업역량강화,85730
중소기업청,일반회계,중소기업수출역량강화,70605
중소기업청,일반회계,중소기업인력지원,48668
중소기업청,일반회계,중소기업정보화지원(정보화),21570
중소기업청,일반회계,중소기업조사평가,7779
중소기업청,일반회계,중소기업중앙회보조,9378
중소기업청,일반회계,중소기업컨설팅,19319
중소기업청,일반회계,중소기업판로지원,29620
중소기업청,일반회계,중소기업해외시장개척지원,56418
중소기업청,일반회계,지방청기본경비,7024
중소기업청,일반회계,지역특화발전특구제도,846
중소기업청,일반회계,창업활성화지원,202854
중소기업청,일반회계,청사확보및시설개선,105
중소기업청,일반회계,행정효율성증진및능력개발,435
중소기업청,지역발전특별회계,"산학연협력기술개발(지특, R&D)",152003
중소기업청,지역발전특별회계,전통시장및중소유통물류기반조성(지특),82237
중소기업청,지역발전특별회계,전통시장및중소유통물류긱반조성(지특),7
중소기업청,지역발전특별회계,제주이관업무지원,1102
중소기업청,지역발전특별회계,창업인프라지원(지특),30700
중앙선거관리위원회,일반회계,공직선거관리,10054
중앙선거관리위원회,일반회계,기관운영지원,15708
중앙선거관리위원회,일반회계,기본경비,14004
중앙선거관리위원회,일반회계,선거관리지원,974
중앙선거관리위원회,일반회계,선거행정정보화,2851
중앙선거관리위원회,일반회계,시민교육및공명선거정착,16264
중앙선거관리위원회,일반회계,예비금,460
중앙선거관리위원회,일반회계,인건비,171803
중앙선거관리위원회,일반회계,정당발전지원,40833
중앙선거관리위원회,일반회계,청사관리,14164
통계청,일반회계,경인지방통계청,28931
통계청,일반회계,경제총조사,2382
통계청,일반회계,경제통계작성,11667
통계청,일반회계,국가통계정책추진,2763
통계청,일반회계,농림어업총조사,20699
통계청,일반회계,대내외협력강화,2823
통계청,일반회계,동남지방통계청,18756
통계청,일반회계,동북지방통계청,23171
통계청,일반회계,본부 기본경비,5590
통계청,일반회계,본부 인건비,40892
통계청,일반회계,사회농어업통계작성,13740
통계청,일반회계,인구주택총조사,106124
통계청,일반회계,청사시설 환경개선,3334
통계청,일반회계,충청지방통계청,19275
통계청,일반회계,통계개발원,3832
통계청,일반회계,통계생산대행 수입대체경비,2100
통계청,일반회계,통계자료관리,875
통계청,일반회계,통계전문교육,11046
통계청,일반회계,통계정보화,20981
통계청,일반회계,통계조사지원,15433
통계청,일반회계,행정자료통합관리,3860
통계청,일반회계,호남지방통계청,28936
통일부,일반회계,개성공단 사업지원,854
통일부,일반회계,남북 경제공동체 형성 기반구축,493
통일부,일반회계,남북출입사무소 시설운영,1941
통일부,일반회계,남북회담 추진,1495
통일부,일반회계,남북회담본부 운영,1727
통일부,일반회계,대북활동지원,1966
통일부,일반회계,본부 기본경비,4544
통일부,일반회계,본부 전산운영,3144
통일부,일반회계,북한이탈주민 사회적응 지원,91108
통일부,일반회계,북한이탈주민 정착 행정지원,33512
통일부,일반회계,북한자료센터 운영,534
통일부,일반회계,북한정보 수집 및 분석 역량 강화,2956
통일부,일반회계,소속기관 기본경비,5284
통일부,일반회계,이산가족 및 납북피해자 지원,1411
통일부,일반회계,인건비,37689
통일부,일반회계,일반회계에서 남북협력기금으로 전출금,120000
통일부,일반회계,전시납북 진상규명 및 명예회복,5583
통일부,일반회계,통일교육원 시설운영,2816
통일부,일반회계,통일교육추진,17128
통일부,일반회계,통일업무 R&D,410
통일부,일반회계,통일업무지원,389
통일부,일반회계,통일정보화,2428
통일부,일반회계,통일준비위원회,4065
통일부,일반회계,평화통일기반조성,8507
특허청,특허청,R&D 효율성제고를위한 특허정보 활용강화,41559
특허청,특허청,감가상각비,1019
특허청,특허청,건강보험부담금,3807
특허청,특허청,국제협력강화 기반구축,2538
특허청,특허청,당기순이익,1075
특허청,특허청,반도체설계재산 인프라 구축,1379
특허청,특허청,본부 기본경비,12181
특허청,특허청,본부 기본경비(자본),294
특허청,특허청,소속기관 기본경비,1613
특허청,특허청,소속기관 기본경비(자본),230
특허청,특허청,심사·심판 역량강화,1295
특허청,특허청,심사·심판처리 지원,68711
특허청,특허청,예비비,110
특허청,특허청,인건비,120779
특허청,특허청,지식재산 인력양성,18891
특허청,특허청,지식재산교육 인프라 구축(자본),618
특허청,특허청,지식재산교육확산(수입대체경비),181
특허청,특허청,지식재산권보호 기반조성,18976
특허청,특허청,지식재산창출 기반조성,16818
특허청,특허청,지식재산창출 기반조성(자본),51
특허청,특허청,지역사무소 기본경비,1055
특허청,특허청,지역사무소 기본경비(자본),34
특허청,특허청,지역지식재산 경쟁력제고,27620
특허청,특허청,특허고객 서비스지원,3935
특허청,특허청,특허기술 활용촉진,32595
특허청,특허청,특허정보시스템 구축·운영,32122
특허청,특허청,특허정보시스템 구축·운영(자본),867
특허청,특허청,특허정보화 국제협력,1428
특허청,특허청,특허행정 변화관리,453
특허청,특허청,회계기금간 거래,12557
특허청,특허청,회계기금간 거래(책특 특허),100837
해양경찰청,일반회계,경비구난지원,9193
해양경찰청,일반회계,경비시스템 구축,17701
해양경찰청,일반회계,경찰활동지원,46563
해양경찰청,일반회계,기획조정지원,5265
해양경찰청,일반회계,방제정건조,3425
해양경찰청,일반회계,보급지원,111648
해양경찰청,일반회계,본부 기본경비,8721
해양경찰청,일반회계,본부 인건비,53464
해양경찰청,일반회계,소속기관 기본경비,31378
해양경찰청,일반회계,소속기관 인건비,528515
해양경찰청,일반회계,수사활동,3891
해양경찰청,일반회계,외사활동,664
해양경찰청,일반회계,정보통신관리,18860
해양경찰청,일반회계,정비지원,40574
해양경찰청,일반회계,정책연구,190
해양경찰청,일반회계,총무지원,17357
해양경찰청,일반회계,함정건조,251866
해양경찰청,일반회계,함정정비,20696
해양경찰청,일반회계,항공기도입,14366
해양경찰청,일반회계,해상안전활동,19976
해양경찰청,일반회계,해양경찰 시설개선,1607
해양경찰청,일반회계,해양경찰학교지원,11395
해양경찰청,일반회계,해양오염방제,6643
해양수산부,일반회계,국립수산과학원 기본경비,3729
해양수산부,일반회계,국립수산과학원 인건비,37398
해양수산부,일반회계,국립수산과학원정보화(정보화),3060
해양수산부,일반회계,국립수산물품질관리원정보화,903
해양수산부,일반회계,국제협력협상,1925
해양수산부,일반회계,극지및대양과학연구(R&D),9500
해양수산부,일반회계,도서지역 해상교통 지원(일반),29228
해양수산부,일반회계,본부기본경비,8484
해양수산부,일반회계,본부인건비,49005
해양수산부,일반회계,본부전산운영경비,2016
해양수산부,일반회계,선원근로 복지 향상,4503
해양수산부,일반회계,소속기관기본경비,11666
해양수산부,일반회계,소속기관인건비,175152
해양수산부,일반회계,수산과학연구,39144
해양수산부,일반회계,수산산업창업투자,2000
해양수산부,일반회계,수산연구개발(R&D),2200
해양수산부,일반회계,수산연구지원,23779
해양수산부,일반회계,수산자원회복(일반),15000
해양수산부,일반회계,수협경영정상화,6014
해양수산부,일반회계,어업지도정보화,568
해양수산부,일반회계,어업질서 확립,71177
해양수산부,일반회계,연구장비개발 및 인프라구축(R&D),126840
해양수산부,일반회계,연안관리정보구축(정보화),453
해양수산부,일반회계,연안환경관리(일반),63422
해양수산부,일반회계,울산신항 개발,97540
해양수산부,일반회계,울산청 공통행정운영지원,485
해양수산부,일반회계,울산청 기본경비,828
해양수산부,일반회계,울산청 인건비,5893
해양수산부,일반회계,울산청 전산운영경비,13
해양수산부,일반회계,일반회계 전출(수발기금),12340
해양수산부,일반회계,정책연구개발(R&D),395
해양수산부,일반회계,지방청등기본경비,11518
해양수산부,일반회계,청사확보 및 시설개선,7271
해양수산부,일반회계,한국해양과학기술원 운영지원,178590
해양수산부,일반회계,항로표지확충 및 관리(울산청),1864
해양수산부,일반회계,항만건설사업정보화(정보화),330
해양수산부,일반회계,항만물류정보화(정보화),7642
해양수산부,일반회계,항만시설유지보수(울산청),6300
해양수산부,일반회계,항만운영 및 관리(울산청),18637
해양수산부,일반회계,항만유류오염관리시설 지원,10431
해양수산부,일반회계,항만인력공급체제개편지원,205
해양수산부,일반회계,항만지하시설물정보구축(정보화),740
해양수산부,일반회계,항행안전정보(정보화),810
해양수산부,일반회계,해상교통안전진단정보관리시스템(정보화),52
해양수산부,일반회계,해양관광육성,18720
해양수산부,일반회계,해양기술역량강화(R&D),15143
해양수산부,일반회계,해양박물관 유물관리시스템(정보화),250
해양수산부,일반회계,해양생명자원 조사,300
해양수산부,일반회계,"해양생물자원관 건립,운영",24726
해양수산부,일반회계,해양생태계 보전 및 복원,11180
해양수산부,일반회계,해양생태통합정보,364
해양수산부,일반회계,해양수산R&D역량강화(R&D),5055
해양수산부,일반회계,해양수산기술지역특성화(R&D),4171
해양수산부,일반회계,해양수산생명공학기술개발(R&D),27366
해양수산부,일반회계,해양수산역량교육사업,200
해양수산부,일반회계,해양수산인재개발원교육경비,848
해양수산부,일반회계,해양수산인재개발원정보화,205
해양수산부,일반회계,해양수산정책지원,2110
해양수산부,일반회계,해양수산행정정보화(정보화),5240
해양수산부,일반회계,해양수산환경 기술개발(R&D),26331
해양수산부,일반회계,해양심판정보(정보화),289
해양수산부,일반회계,해양안전관리시스템 구축.운영(일반),29346
해양수산부,일반회계,해양영토관리기반구축,11974
해양수산부,일반회계,해양오염 피해복구,6352
해양수산부,일반회계,해양자원이용기술개발(R&D),33738
해양수산부,일반회계,해양정책 및 문화기반조성,39600
해양수산부,일반회계,해양조사정보(정보화),2629
해양수산부,일반회계,해양지형조사 및 정보제공,89376
해양수산부,일반회계,해양환경개선 및 관리,28135
해양수산부,일반회계,해양환경통합정보(정보화),319
해양수산부,일반회계,해운물류지원,30609
해양수산부,일반회계,해운물류지원(울산청),192
해양수산부,일반회계,해운인력양성 지원,35886
해양수산부,일반회계,해운종합정보시스템 개선(정보화),400
해양수산부,일반회계,행정능률향상 및 능력개발,811
해양수산부,일반회계,행정지원,637
해양수산부,일반회계,회계간전출(일반회계),1107649
해양수산부,교통시설특별회계,광양항 개발,11783
해양수산부,교통시설특별회계,그린포트 구축,33372
해양수산부,교통시설특별회계,마리나 항만개발,13500
해양수산부,교통시설특별회계,목포신항 개발,35323
해양수산부,교통시설특별회계,민자유치 및 글로벌기업유치,8687
해양수산부,교통시설특별회계,부산항 신항만 개발,137416
해양수산부,교통시설특별회계,새만금신항 개발,58088
해양수산부,교통시설특별회계,여수광양항만공사 지원,50000
해양수산부,교통시설특별회계,인천북항 개발,46562
해양수산부,교통시설특별회계,인천신항 개발,59558
해양수산부,교통시설특별회계,일반항 건설,276839
해양수산부,교통시설특별회계,주요항 건설,215428
해양수산부,교통시설특별회계,평택당진항 개발,36227
해양수산부,교통시설특별회계,포항영일만신항 개발,47882
해양수산부,교통시설특별회계,항로표지시설 확충 및 안전관리,49822
해양수산부,교통시설특별회계,항만 및 물류기술개발(R&D),12750
해양수산부,교통시설특별회계,항만 재개발,7200
해양수산부,교통시설특별회계,항만시설유지보수(교특),153806
해양수산부,교통시설특별회계,항만운영 및 관리,19622
해양수산부,교통시설특별회계,해양안전기술개발(R&D),13472
해양수산부,교통시설특별회계,회계간전출(교특회계),1225
해양수산부,농어촌구조개선특별회계,내수면어업,3840
해양수산부,농어촌구조개선특별회계,수산경영안정,17164
해양수산부,농어촌구조개선특별회계,수산금융자금이차보전,81171
해양수산부,농어촌구조개선특별회계,수산기술개발,8000
해양수산부,농어촌구조개선특별회계,수산물 수출지원,13308
해양수산부,농어촌구조개선특별회계,수산물가격안정,3373
해양수산부,농어촌구조개선특별회계,수산물유통개선(농특),74047
해양수산부,농어촌구조개선특별회계,수산어촌알리기,3077
해양수산부,농어촌구조개선특별회계,수산연구개발,19900
해양수산부,농어촌구조개선특별회계,수산자원조성,73760
해양수산부,농어촌구조개선특별회계,수산자원회복(농특),9738
해양수산부,농어촌구조개선특별회계,수산정보환경지원(정보화),960
해양수산부,농어촌구조개선특별회계,수산행정정보화(정보화),1745
해양수산부,농어촌구조개선특별회계,수출입수산물 안전성관리(농특),10986
해양수산부,농어촌구조개선특별회계,식품산업육성,14923
해양수산부,농어촌구조개선특별회계,안전한수산물공급관리(농특),16080
해양수산부,농어촌구조개선특별회계,어가소득보전,7716
해양수산부,농어촌구조개선특별회계,어촌어항관광기반조성(농특),6000
해양수산부,농어촌구조개선특별회계,어촌어항관리시스템 구축(정보화),308
해양수산부,농어촌구조개선특별회계,어항기반시설조성(농특),213168
해양수산부,농어촌구조개선특별회계,연근해어업구조조정,23470
해양수산부,농어촌구조개선특별회계,원양어업기반구축(농특),22002
해양수산부,농어촌구조개선특별회계,자율관리어업육성,13869
해양수산부,농어촌구조개선특별회계,재해대책,124699
해양수산부,농어촌구조개선특별회계,정책연구개발 및 녹색전략,524
해양수산부,농어촌구조개선특별회계,친환경어업(농특),67112
해양수산부,농어촌구조개선특별회계,회계간전출(농특회계),163917
해양수산부,에너지및자원사업특별회계,연안선사 유류비 지원,23200
해양수산부,에너지및자원사업특별회계,친환경어업(에특),15071
해양수산부,지역발전특별회계, 해양 및 수자원관리(제주),4235
해양수산부,지역발전특별회계,수산경영안정(제주),12
해양수산부,지역발전특별회계,수산물가공(생활),17367
해양수산부,지역발전특별회계,수산물가공(제주),1874
해양수산부,지역발전특별회계,수산물가공(지특),5517
해양수산부,지역발전특별회계,수산물유통개선(지특),14096
해양수산부,지역발전특별회계,수산자원관리,22871
해양수산부,지역발전특별회계,식품산업육성,18074
해양수산부,지역발전특별회계,안전한수산물공급관리(지특),600
해양수산부,지역발전특별회계,어업기반정비,148498
해양수산부,지역발전특별회계,어업기반정비(제주),22358
해양수산부,지역발전특별회계,어촌자원 복합산업화지원,15419
해양수산부,지역발전특별회계,어촌자원 복합산업화지원(제주),1400
해양수산부,지역발전특별회계,어항기반시설조성(제주),22300
해양수산부,지역발전특별회계,일반항 건설(제주도),59500
해양수산부,지역발전특별회계,제주 이관업무 지원,2008
해양수산부,지역발전특별회계,주요항 건설(제주),19679
해양수산부,지역발전특별회계,친환경어업(지특),1000
해양수산부,지역발전특별회계,특행기관 지방이전,3135
해양수산부,지역발전특별회계,항만시설유지보수(제주도),9468
해양수산부,지역발전특별회계,해양 및 수자원 관리,44978
해양수산부,대산지방해양항만청,감가상각비(책특회계),1
해양수산부,대산지방해양항만청,공무원연금부담금,485
해양수산부,대산지방해양항만청,당기순이익(책특회계),11882
해양수산부,대산지방해양항만청,대산청 기본경비(손익),1140
해양수산부,대산지방해양항만청,대산청 기본경비(자본),30
해양수산부,대산지방해양항만청,대산청 운영비(손익),162
해양수산부,대산지방해양항만청,대산청 운영비(자본),380
해양수산부,대산지방해양항만청,대산청 인건비,4040
해양수산부,대산지방해양항만청,대산청 전산운영경비,13
해양수산부,대산지방해양항만청,도서지역 해상교통 지원(대산청),836
해양수산부,대산지방해양항만청,연안환경 관리(대산청),5260
해양수산부,대산지방해양항만청,일반항 건설(대산청),21646
해양수산부,대산지방해양항만청,항로표지시설 확충 및 안전관리(대산청),3115
해양수산부,대산지방해양항만청,항만시설유지보수(대산청),646
해양수산부,대산지방해양항만청,해운물류지원(대산청),338
행정중심복합도시건설청,일반회계,회계간전출(행특회계),491613
행정중심복합도시건설청,행정중심복합도시건설특별회계,공무원연금부담금(행특회계),1212
행정중심복합도시건설청,행정중심복합도시건설특별회계,광역교통시설건설,249744
행정중심복합도시건설청,행정중심복합도시건설특별회계,광역복지지원센터 건립,8222
행정중심복합도시건설청,행정중심복합도시건설특별회계,국가행정시설 건립,31033
행정중심복합도시건설청,행정중심복합도시건설특별회계,기본경비,3077
행정중심복합도시건설청,행정중심복합도시건설특별회계,도시교통체계 구축,5155
행정중심복합도시건설청,행정중심복합도시건설특별회계,도시기능시설 건립,1570
행정중심복합도시건설청,행정중심복합도시건설특별회계,복합커뮤니티센터 건립,53488
행정중심복합도시건설청,행정중심복합도시건설특별회계,인건비,10924
행정중심복합도시건설청,행정중심복합도시건설특별회계,중앙행정기관 건립,86543
행정중심복합도시건설청,행정중심복합도시건설특별회계,지방행정시설 건립,34658
행정중심복합도시건설청,행정중심복합도시건설특별회계,행정중심복합도시건설 지원,4729
행정중심복합도시건설청,행정중심복합도시건설특별회계,행정중심복합도시건설청 운영,1630
헌법재판소,일반회계,국선대리인보수등,136
헌법재판소,일반회계,국제교류협력,746
헌법재판소,일반회계,기본경비,5588
헌법재판소,일반회계,예비금,25
헌법재판소,일반회계,인건비,21705
헌법재판소,일반회계,재판자료확충,514
헌법재판소,일반회계,재판활동지원,3657
헌법재판소,일반회계,청사및공관시설관리,1654
헌법재판소,일반회계,헌법재판정보화,3704
환경부,일반회계,회계간전출,3853274
환경부,농어촌구조개선특별회계,농어촌폐기물처리(농특),7966
환경부,농어촌구조개선특별회계,하수처리시설 확충(농특),74371
환경부,에너지및자원사업특별회계,기후변화협약대응,49199
환경부,에너지및자원사업특별회계,자동차배출가스 관리,109171
환경부,지역발전특별회계,고도정수처리시설설치,35247
환경부,지역발전특별회계,상수관망최적관리시스템 구축,27945
환경부,지역발전특별회계,상수도시설 확충 및 관리(제주),15350
환경부,지역발전특별회계,상수도시설확충 및 관리,371963
환경부,지역발전특별회계,상수도시설확충및관리,7870
환경부,지역발전특별회계,생태계보전(경제),3090
환경부,지역발전특별회계,수질개선기반구축,281986
환경부,지역발전특별회계,자연환경 보전 및 관리,39647
환경부,지역발전특별회계,자연환경 보전 및 관리(세종),350
환경부,지역발전특별회계,자연환경 보전 및 관리(제주),7105
환경부,지역발전특별회계,제주 이관업무 지원,142
환경부,지역발전특별회계,폐기물처리시설 확충(제주),860
환경부,지역발전특별회계,하수관거,11021
환경부,지역발전특별회계,하수도시설 확충 및 관리(제주),4673
환경부,지역발전특별회계,하수처리시설확충,10344
환경부,지역발전특별회계,환경기술개발(지특),7271
환경부,환경개선특별회계,공공기금 전출,15175
환경부,환경개선특별회계,과학원 운영,10473
환경부,환경개선특별회계,국립공원,215955
환경부,환경개선특별회계,국제환경협력,11037
환경부,환경개선특별회계,국토환경관리,2223
환경부,환경개선특별회계,기본경비(과학원),1509
환경부,환경개선특별회계,기본경비(본부),8760
환경부,환경개선특별회계,기본경비(소속기관),9437
환경부,환경개선특별회계,기타 오염원 관리,138804
환경부,환경개선특별회계,기후변화협약대응,7000
환경부,환경개선특별회계,대기오염물질 관리(환특),40864
환경부,환경개선특별회계,물환경 정보화,1329
환경부,환경개선특별회계,법정경비,123539
